Date,7d Positive Rate,7d Wander Rate,7d Density,7d Tests,7d Positive Tests,Daily Positive Rate,Hospital Cases,ICU Cases,Annotations,(Blank),New Tests,Positive Tests,New Deaths
2020-03-24,0.0795668549905838,42.76287965656683,5.926356833262514,606.8571428571429,48.285714285714285,0.09788359788359788,,,,-,756,74,1
2020-03-23,0.07461612284069098,46.50454579065042,7.05984876241305,595.4285714285714,44.42857142857143,0.08311688311688312,,,,-,770,64,0
2020-03-22,0.07240506329113924,50.59262529358788,8.499142144706022,564.2857142857143,40.857142857142854,0.1148936170212766,,,,-,235,27,0
2020-03-21,0.07042253521126761,55.64990478837899,9.907992883667744,557.8571428571429,39.285714285714285,0.07191780821917808,,,,-,292,21,0
2020-03-20,0.06977349648529028,61.014865693672895,12.33481663671397,548.7142857142857,38.285714285714285,0.07534246575342465,,,,-,876,66,0
2020-03-19,0.07004011107682814,66.95139084065364,16.611655645120976,463.0,32.42857142857143,0.08744038155802862,,,,-,629,55,0
2020-03-18,0.06552706552706553,71.51937667067048,20.025529251237963,401.14285714285717,26.285714285714285,0.04492753623188406,,,,-,690,31,
2020-03-17,0.07139608913142337,76.43439607209739,26.004514671037928,314.14285714285717,22.428571428571427,0.0695266272189349,,,,-,676,47,
2020-03-16,0.07474874371859297,79.28502666863199,29.968218787209587,227.42857142857142,17.0,0.07065217391304347,,,,-,552,39,
2020-03-15,0.07734303912647862,81.7246334362396,34.217172984872185,157.0,12.142857142857142,0.08421052631578947,,,,-,190,16,
2020-03-14,0.07866379310344827,85.15742571083133,37.61027344194574,132.57142857142858,10.428571428571429,0.06140350877192982,,,,-,228,14,
2020-03-13,0.08309859154929577,88.9029068013116,41.68596035587889,101.42857142857143,8.428571428571429,0.09057971014492754,,,,-,276,25,
2020-03-12,0.07296137339055794,90.91388358016454,43.91204599891618,66.57142857142857,4.857142857142857,0.061224489795918366,,,,-,196,12,
2020-03-11,0.07236842105263158,92.24336594751682,45.42791418625355,43.42857142857143,3.142857142857143,0.04938271604938271,,,,-,81,4,
2020-03-10,0.07335907335907337,92.94585572460447,44.14932809472749,37.0,2.7142857142857144,0.13043478260869565,,,,-,69,9,
2020-03-09,0.05154639175257732,93.7811090365757,44.34463265863432,27.714285714285715,1.4285714285714286,0.0847457627118644,,,,-,59,5,
2020-03-08,0.061224489795918366,94.14753599512785,44.05026013375562,21.0,1.2857142857142858,0.21052631578947367,,,,-,19,4,
